,Ticker,Latest_Price,Score,PE_Ratio,PEG_Ratio,SMA_150,SMA_200,52_Week_Low,52_Week_High
0,ACGL,74.68000030517578,100,14.251909,0.65,62.4,58.16,41.05,76.92
