Stock_Name,Beta,Cluster
LW,0.9337240664921728,0
LVS,1.2882366871637017,3
LDOS,0.8463134910006742,0
LEN,1.2970570590909332,3
LNC,1.8290318049354455,1
LIN,0.9262122257895883,0
LYV,1.2698538135499495,3
LKQ,1.1727935089499588,0
LMT,0.6850134174067125,2
L,1.0374021488809386,0
LOW,1.0302364906596906,0
LYB,1.3368167614674475,3
MTB,1.0838107595259894,0
MRO,1.3947220175865302,1
MPC,1.3441888845318393,3
MKTX,0.8871076336876856,0
MAR,1.1799051325876337,0
MMC,0.8763323739115061,0
MLM,1.072046339378644,0
MAS,1.2365064797345036,3
MA,1.197501890588064,3
MTCH,1.0765464473027166,0
MKC,0.6115446114182936,2
MCD,0.6603542062500087,2
MCK,0.8062539774998203,2
MDT,0.8661902518943723,0
MRK,0.6463087949440318,2
META,1.1713037964681072,0
MET,1.3431946420798524,3
MTD,1.0882645819250034,0
MGM,1.6573907275485313,1
MCHP,1.3512435431913605,3
MU,1.6254904005597821,1
MSFT,1.118754658684387,0
MAA,0.8025896840071004,2
MRNA,0.7459858436970502,2
MHK,1.2712455596182426,3
MOH,0.9918669976714686,0
TAP,0.7545874774699403,2
MDLZ,0.7064312681367075,2
MPWR,1.511585677869501,1
MNST,0.8580418979640568,0
MCO,1.238556660609467,3
MS,1.4669475555916829,1
MOS,1.2114379227938892,3
MSI,0.9078089439477505,0
MSCI,1.193595545862268,3
NDAQ,1.020376844754868,0
NTAP,1.1442339081545656,0
NFLX,1.0913505699582167,0
NWL,1.1090393404550287,0
NEM,0.4279272065521419,2
NWSA,1.042266891480458,0
NWS,1.0289340117681154,0
NEE,0.6639561465607194,2
NKE,0.9993970966393906,0
NI,0.7008869097962555,2
NDSN,1.2230750840699278,3
NSC,1.084063397388433,0
NTRS,1.1649848537567307,0
NOC,0.7502411900771802,2
NCLH,1.631206627261507,1
NRG,0.977772776109961,0
NUE,1.1979721038848088,3
NVDA,1.5890747834084378,1
NVR,0.9038531892264333,0
NXPI,1.5161753969014993,1
ORLY,0.7559937241476063,2
OXY,1.3095828988750415,3
ODFL,1.092177562540047,0
OMC,0.9414554764727799,0
ON,1.6151791504328645,1
OKE,1.2205306795453035,3
ORCL,0.9922187065529635,0
OGN,0.7566531500859338,2
OTIS,0.939888806354275,0
PCAR,1.0710103415618553,0
PKG,0.988097573889712,0
PARA,1.2285060466077506,3
PH,1.3287776997994347,3
PAYX,0.982056756392134,0
PAYC,1.523046163321967,1
PYPL,1.4236199281229465,1
PNR,1.1624569083254628,0
PEP,0.6206522728727103,2
PKI,1.0114749043909954,0
PFE,0.6844040705860464,2
PCG,0.7893206693177199,2
PM,0.6847810741065992,2
PSX,1.0981472981028206,0
PNW,0.6439178928968052,2
PXD,1.3407651280651702,3
PNC,1.1849068008833779,0
POOL,1.0074361346667666,0
PPG,1.0555922087827752,0
PPL,0.6525172338824812,2
PFG,1.4279351862718137,1
PG,0.562685723188672,2
PGR,0.7767515813770598,2
PLD,1.1006540560552731,0
PRU,1.4231484968507084,1
PEG,0.6490048037126619,2
PTC,1.2233789329835387,3
PSA,0.6977070554016617,2
PHM,1.367247883357006,3
QRVO,1.5422120865197444,1
PWR,1.1253173032074641,0
QCOM,1.1793035875540876,0
DGX,0.6941709860007649,2
RL,1.129935053056664,0
RJF,1.319725747837116,3
RTX,1.019189594715925,0
O,0.7943552477793222,2
REG,0.994304537487099,0
REGN,0.9045266814992968,0
RF,1.453084724435772,1
RSG,0.7300064941694312,2
RMD,0.9146152495715606,0
RHI,1.1551064753425517,0
ROK,1.2389923522146384,3
ROL,0.8468813137532447,0
ROP,0.9945182139303475,0
ROST,0.969594996612926,0
RCL,1.6663083704501762,1
SPGI,1.042263616802852,0
CRM,1.2835268114559788,3
SBAC,0.7916417019137004,2
SLB,1.2359646246296503,3
STX,1.2178400250948687,3
SEE,0.9768652950913708,0
SRE,0.708179987603453,2
NOW,1.3281742462910517,3
SHW,0.8753676841551198,0
SPG,1.0881496195614067,0
SWKS,1.5063541906807212,1
SJM,0.4460013351953199,2
SNA,1.0560681359346562,0
SEDG,1.499356695226753,1
SO,0.541372419866801,2
LUV,1.041531050315576,0
SWK,1.2888350359112708,3
SBUX,1.019116061747681,0
STT,1.3074166086573435,3
STLD,1.343655246602514,3
STE,0.92621861441799,0
SYK,1.001906144112092,0
SYF,1.4205267900945733,1
SNPS,1.0400455154866248,0
SYY,0.855843689367344,0
TMUS,0.9862203519356976,0
TROW,1.3294732126934543,3
TTWO,0.9633856508536801,0
TPR,1.3388747750121766,3
TRGP,1.3398175894568771,3
TGT,0.7608949704470548,2
TEL,1.1684589369141334,0
TDY,1.1037731372703843,0
TFX,0.9095933800416252,0
TER,1.4859268986769527,1
TSLA,1.3674469433519394,3
TXN,1.1458158350408973,0
TXT,1.4069605295891021,1
TMO,0.9541267440430734,0
TJX,0.9014699735036206,0
TSCO,0.8826336836843202,0
TT,1.1060251209686254,0
TDG,1.1258003106244208,0
TRV,0.8279436317833683,0
TRMB,1.2533177542396767,3
TFC,1.2056256662979647,3
TYL,0.9756837189247223,0
TSN,0.6908332445889241,2
USB,1.09397900756812,0
UDR,0.8803952780534045,0
ULTA,1.0947849016494902,0
UNP,1.016747470058568,0
UAL,1.3596029673305847,3
UPS,0.8508434452464817,0
URI,1.7118374635980433,1
UNH,0.9053213685899718,0
UHS,1.046656788952426,0
VLO,1.2743173005725361,3
VTR,0.9678119612647237,0
VRSN,0.970590868700265,0
VRSK,0.7785131967157763,2
VZ,0.5109740789616443,2
VRTX,0.9741818420147701,0
VFC,1.0835801223479369,0
VTRS,0.9756614668483211,0
VICI,1.2133976603165813,3
V,1.0575635905150929,0
VMC,1.0880882263163842,0
WAB,1.1437255954240555,0
WBA,0.8198145070261151,2
WMT,0.5082366016841311,2
WBD,1.0145264464537151,0
WM,0.6983404361260862,2
WAT,0.9920275600521409,0
WEC,0.5495414521527395,2
WFC,1.2227587569382177,3
WELL,0.8863421814552438,0
WST,0.8896740611447613,0
WDC,1.4279823140065961,1
WRK,1.348061083943357,3
WY,1.2570094702299581,3
WHR,1.2555314184468511,3
WMB,1.1736219004160484,0
WTW,0.7950686006936374,2
GWW,0.9401994994253021,0
WYNN,1.4691979379474625,1
XEL,0.5729489343824707,2
XYL,1.04077989767575,0
YUM,0.8449198113023413,0
ZBRA,1.245038192843744,3
ZBH,0.9172199254242352,0
ZION,1.2617793963762114,3
ZTS,0.9255526737827742,0
