Date,Open,High,Low,Close,Adj Close,Volume
2022-04-28,406.1300048828125,414.2699890136719,398.489990234375,410.5299987792969,410.5299987792969,2593900
2022-04-29,407.4700012207031,413.0,394.6400146484375,395.95001220703125,395.95001220703125,3033200
2022-05-02,397.1300048828125,407.9800109863281,394.0400085449219,407.2900085449219,407.2900085449219,3010000
2022-05-03,406.5899963378906,413.92999267578125,403.5,407.5799865722656,407.5799865722656,2196100
2022-05-04,407.2900085449219,424.2300109863281,395.04998779296875,423.3500061035156,423.3500061035156,3330400
2022-05-05,415.54998779296875,417.989990234375,395.7099914550781,400.510009765625,400.510009765625,3507700
2022-05-06,395.0,401.260009765625,382.82000732421875,391.010009765625,391.010009765625,3522200
2022-05-09,381.95001220703125,389.6300048828125,374.8599853515625,376.9100036621094,376.9100036621094,4324900
2022-05-10,385.7200012207031,400.8299865722656,374.7799987792969,393.0299987792969,393.0299987792969,5334400
2022-05-11,389.989990234375,409.989990234375,377.80999755859375,379.3299865722656,379.3299865722656,3822000
2022-05-12,373.3999938964844,390.1300048828125,370.2699890136719,388.489990234375,388.489990234375,4048200
2022-05-13,396.4700012207031,408.9700012207031,393.94000244140625,405.45001220703125,405.45001220703125,3379300
2022-05-16,399.739990234375,407.1700134277344,396.6000061035156,402.8599853515625,402.8599853515625,2645200
2022-05-17,413.0799865722656,416.7200012207031,403.5400085449219,409.6499938964844,409.6499938964844,2614700
2022-05-18,404.3800048828125,411.6600036621094,396.1099853515625,397.8800048828125,397.8800048828125,2915900
2022-05-19,399.010009765625,403.0400085449219,391.57000732421875,394.3800048828125,394.3800048828125,2797200
2022-05-20,401.3900146484375,406.239990234375,385.6199951171875,399.0899963378906,399.0899963378906,3432400
2022-05-23,404.010009765625,407.8800048828125,398.8900146484375,406.760009765625,406.760009765625,2337500
2022-05-24,401.6099853515625,404.3299865722656,391.0400085449219,398.4100036621094,398.4100036621094,2630800
2022-05-25,395.32000732421875,406.1000061035156,394.7099914550781,402.5,402.5,2726700
2022-05-26,405.0899963378906,411.54998779296875,402.4599914550781,408.6000061035156,408.6000061035156,2419500
2022-05-27,414.79998779296875,428.54998779296875,414.6300048828125,428.2200012207031,428.2200012207031,3560400
2022-05-31,427.2200012207031,427.2900085449219,412.7900085449219,416.4800109863281,416.4800109863281,7944200
2022-06-01,428.0,437.54998779296875,413.7900085449219,418.1600036621094,418.1600036621094,3409900
2022-06-02,418.1099853515625,441.8999938964844,415.8399963378906,441.2799987792969,441.2799987792969,3415700
2022-06-03,430.7099914550781,438.010009765625,427.260009765625,429.760009765625,429.760009765625,2355300
2022-06-06,437.5899963378906,440.0,427.0400085449219,429.4599914550781,429.4599914550781,1563800
2022-06-07,423.9800109863281,435.20001220703125,423.1199951171875,433.4200134277344,433.4200134277344,1611200
2022-06-08,430.5400085449219,433.75,426.4200134277344,428.8399963378906,428.8399963378906,1790100
2022-06-09,424.1700134277344,436.0400085449219,423.4800109863281,426.4200134277344,426.4200134277344,2572400
2022-06-10,412.8999938964844,413.9599914550781,390.19000244140625,393.8399963378906,393.8399963378906,4406100
2022-06-13,377.3599853515625,385.6499938964844,371.0899963378906,371.6499938964844,371.6499938964844,4724800
2022-06-14,371.44000244140625,376.8900146484375,367.30999755859375,370.82000732421875,370.82000732421875,3197200
2022-06-15,376.0299987792969,382.75,368.5,376.9200134277344,376.9200134277344,3664500
2022-06-16,369.3699951171875,376.1199951171875,360.8999938964844,365.0799865722656,365.0799865722656,5775300
2022-06-17,349.239990234375,367.32000732421875,338.0,360.7900085449219,360.7900085449219,9475100
2022-06-21,355.0199890136719,372.79998779296875,353.510009765625,362.989990234375,362.989990234375,5343500
2022-06-22,360.7900085449219,372.54998779296875,358.2200012207031,365.3299865722656,365.3299865722656,3168200
2022-06-23,371.7099914550781,378.17999267578125,367.4700012207031,376.6400146484375,376.6400146484375,2534300
2022-06-24,380.6400146484375,388.05999755859375,378.2200012207031,387.7200012207031,387.7200012207031,3305300
2022-06-27,388.79998779296875,389.3900146484375,379.3800048828125,381.07000732421875,381.07000732421875,2244600
2022-06-28,381.0,382.9800109863281,364.45001220703125,365.6300048828125,365.6300048828125,2654500
2022-06-29,367.94000244140625,370.3699951171875,362.6400146484375,368.5,368.5,2027900
2022-06-30,362.8999938964844,370.4200134277344,357.55999755859375,366.05999755859375,366.05999755859375,2595500
2022-07-01,364.17999267578125,369.5299987792969,359.07000732421875,368.4800109863281,368.4800109863281,2471600
2022-07-05,363.5,378.5199890136719,359.82000732421875,376.489990234375,376.489990234375,3120500
2022-07-06,378.5400085449219,385.3900146484375,374.0899963378906,382.8299865722656,382.8299865722656,2284600
2022-07-07,382.5,392.07000732421875,382.3800048828125,390.8900146484375,390.8900146484375,2368500
2022-07-08,384.3500061035156,391.8599853515625,383.8399963378906,389.44000244140625,389.44000244140625,1611200
2022-07-11,386.57000732421875,388.04998779296875,380.4599914550781,384.1600036621094,384.1600036621094,1832200
2022-07-12,383.8999938964844,391.5199890136719,372.9100036621094,375.5400085449219,375.5400085449219,2639600
2022-07-13,368.20001220703125,374.4100036621094,364.70001220703125,371.94000244140625,371.94000244140625,1994000
2022-07-14,368.8299865722656,374.19000244140625,361.4599914550781,372.9599914550781,372.9599914550781,2098400
2022-07-15,377.7900085449219,384.4700012207031,376.8599853515625,379.8599853515625,379.8599853515625,2488300
2022-07-18,383.8299865722656,385.57000732421875,374.010009765625,375.2300109863281,375.2300109863281,1866400
2022-07-19,382.8900146484375,388.32000732421875,378.0,387.8299865722656,387.8299865722656,1977600
2022-07-20,392.19000244140625,403.1300048828125,390.07000732421875,401.489990234375,401.489990234375,2746800
2022-07-21,404.1199951171875,409.6499938964844,399.239990234375,408.9100036621094,408.9100036621094,2009900
2022-07-22,410.0299987792969,414.6199951171875,398.6300048828125,401.8999938964844,401.8999938964844,2413200
