Date,Open,High,Low,Close,Adj Close,Volume
2022-04-28,218.49000549316406,218.49000549316406,204.0800018310547,209.38999938964844,201.068115234375,2010900
2022-04-29,208.57000732421875,209.8000030517578,198.82000732421875,199.6300048828125,191.6959991455078,894800
2022-05-02,200.49000549316406,202.86000061035156,197.11000061035156,200.49000549316406,192.52183532714844,733500
2022-05-03,200.67999267578125,201.8300018310547,196.36000061035156,199.9199981689453,191.97447204589844,854000
2022-05-04,200.9499969482422,207.9600067138672,198.0,207.6300048828125,199.37806701660156,912600
2022-05-05,206.83999633789062,207.49000549316406,198.6199951171875,201.3300018310547,193.3284454345703,754900
2022-05-06,200.25,203.86000061035156,196.67999267578125,202.86000061035156,194.79762268066406,794700
2022-05-09,200.6300048828125,205.42999267578125,198.19000244140625,202.63999938964844,194.5863800048828,493500
2022-05-10,204.7899932861328,205.27000427246094,199.39999389648438,202.89999389648438,194.83602905273438,741700
2022-05-11,202.4499969482422,205.3000030517578,199.69000244140625,201.07000732421875,193.07879638671875,518700
2022-05-12,201.07000732421875,209.5500030517578,200.52999877929688,208.89999389648438,200.59756469726562,1051800
2022-05-13,208.88999938964844,215.72999572753906,208.8000030517578,211.2100067138672,202.81578063964844,593000
2022-05-16,210.57000732421875,215.75,208.58999633789062,213.69000244140625,205.19720458984375,541200
2022-05-17,215.4600067138672,217.35000610351562,211.82000732421875,216.25999450683594,207.66505432128906,705400
2022-05-18,212.86000061035156,212.86000061035156,192.4199981689453,195.5,187.7301483154297,1398000
2022-05-19,194.60000610351562,199.88999938964844,191.6699981689453,196.07000732421875,188.27749633789062,683600
2022-05-20,197.5500030517578,197.5500030517578,176.72000122070312,181.88999938964844,174.66104125976562,1919600
2022-05-23,182.07000732421875,184.7100067138672,176.77999877929688,183.24000549316406,175.95741271972656,1585500
2022-05-24,175.30999755859375,182.72999572753906,172.86000061035156,180.22999572753906,173.0670166015625,2128600
2022-05-25,177.61000061035156,187.25999450683594,177.22999572753906,185.30999755859375,177.94512939453125,1493100
2022-05-26,186.4499969482422,191.5500030517578,184.97999572753906,190.89999389648438,183.31297302246094,1286500
2022-05-27,190.74000549316406,194.8300018310547,190.66000366210938,193.0500030517578,185.37750244140625,685700
2022-05-31,191.22999572753906,191.8000030517578,188.25,189.86000061035156,182.31430053710938,987500
2022-06-01,191.6199951171875,192.0399932861328,187.2899932861328,187.66000366210938,180.20175170898438,728600
2022-06-02,188.4499969482422,191.25,185.89999389648438,191.08999633789062,183.49542236328125,729300
2022-06-03,189.77000427246094,191.3300018310547,188.97000122070312,190.72999572753906,183.1497344970703,462900
2022-06-06,191.7100067138672,191.8800048828125,188.7899932861328,190.74000549316406,183.15933227539062,433200
2022-06-07,187.9600067138672,189.3800048828125,185.4600067138672,186.83999633789062,179.41432189941406,1070400
2022-06-08,185.25,188.92999267578125,184.1999969482422,185.1199951171875,177.76268005371094,565000
2022-06-09,184.86000061035156,187.94000244140625,184.1699981689453,184.66000366210938,177.3209686279297,632700
2022-06-10,181.57000732421875,183.30999755859375,178.80999755859375,179.42999267578125,172.29881286621094,632200
2022-06-13,174.0,175.8300018310547,171.3300018310547,172.19000244140625,165.34657287597656,1247500
2022-06-14,172.1300048828125,173.72000122070312,169.58999633789062,171.47999572753906,164.66476440429688,908400
2022-06-15,172.1199951171875,173.63999938964844,169.0,172.2899932861328,165.44259643554688,859200
2022-06-16,167.9199981689453,168.41000366210938,164.24000549316406,165.4499969482422,160.269775390625,774200
2022-06-17,165.2100067138672,169.5800018310547,164.0,167.80999755859375,162.55589294433594,1217900
2022-06-21,169.75,173.02000427246094,167.94000244140625,171.72999572753906,166.35317993164062,753400
2022-06-22,170.75,175.61000061035156,170.1199951171875,174.66000366210938,169.19143676757812,887700
2022-06-23,176.33999633789062,179.0399932861328,175.1300048828125,178.6300048828125,173.03712463378906,644100
2022-06-24,179.19000244140625,183.77999877929688,178.64999389648438,183.10000610351562,177.3671875,1014900
2022-06-27,184.17999267578125,186.0,182.1300048828125,183.6300048828125,177.88058471679688,529000
2022-06-28,184.72000122070312,186.22999572753906,177.92999267578125,178.75,173.1533660888672,673000
2022-06-29,179.6999969482422,180.10000610351562,175.6699981689453,176.72000122070312,171.18692016601562,992600
2022-06-30,175.0,175.77000427246094,171.91000366210938,173.08999633789062,167.6705780029297,999900
2022-07-01,173.39999389648438,177.66000366210938,172.1300048828125,173.63999938964844,168.20335388183594,784400
2022-07-05,172.35000610351562,182.42999267578125,172.08999633789062,182.30999755859375,176.60191345214844,1107200
2022-07-06,182.4499969482422,183.75,179.02000427246094,181.77000427246094,176.07882690429688,735800
2022-07-07,182.5399932861328,184.69000244140625,180.85000610351562,183.99000549316406,178.22930908203125,543900
2022-07-08,184.24000549316406,185.58999633789062,182.30999755859375,182.89999389648438,177.17343139648438,395200
2022-07-11,182.89999389648438,183.6199951171875,180.6199951171875,181.75,176.05943298339844,605600
2022-07-12,181.75999450683594,186.39999389648438,181.75999450683594,183.83999633789062,178.08399963378906,790400
2022-07-13,181.99000549316406,186.4499969482422,180.89999389648438,185.33999633789062,179.5370330810547,665300
2022-07-14,182.41000366210938,186.3699951171875,182.0,186.00999450683594,180.18606567382812,657300
2022-07-15,188.19000244140625,190.0,186.27000427246094,188.7100067138672,182.80152893066406,668500
2022-07-18,190.0,191.00999450683594,184.88999938964844,185.27000427246094,179.46923828125,904600
2022-07-19,188.3000030517578,190.9199981689453,186.3800048828125,190.64999389648438,184.68077087402344,646100
2022-07-20,191.57000732421875,192.8300018310547,188.2899932861328,192.66000366210938,186.6278533935547,520200
2022-07-21,191.5800018310547,192.0,187.24000549316406,189.8300018310547,183.88645935058594,791500
2022-07-22,191.8300018310547,193.02999877929688,190.60000610351562,191.22999572753906,185.2426300048828,543400
2022-07-25,191.85000610351562,192.05999755859375,188.7899932861328,189.6300048828125,183.69271850585938,408500
2022-07-26,186.0,186.38999938964844,182.5,182.8699951171875,177.1443634033203,727600
2022-07-27,183.41000366210938,186.02000427246094,179.14999389648438,185.91000366210938,180.08920288085938,877100
2022-07-28,185.3300018310547,191.44000244140625,182.57000732421875,191.02999877929688,185.04888916015625,774900
2022-07-29,191.27000427246094,194.1999969482422,189.27999877929688,193.6199951171875,187.5577850341797,519500
2022-08-01,192.3000030517578,196.7100067138672,192.00999450683594,195.99000549316406,189.8535919189453,545100
2022-08-02,195.72999572753906,196.25,193.55999755859375,195.02000427246094,188.91397094726562,466200
2022-08-03,196.36000061035156,197.25999450683594,192.8300018310547,195.27000427246094,189.15614318847656,495400
2022-08-04,194.8000030517578,195.89999389648438,191.50999450683594,191.55999755859375,185.56228637695312,531400
2022-08-05,190.0,193.5399932861328,189.82000732421875,193.4199981689453,187.36404418945312,367700
2022-08-08,194.63999938964844,197.0,193.8800048828125,194.2899932861328,188.20681762695312,492600
2022-08-09,194.30999755859375,194.72000122070312,191.69000244140625,191.77000427246094,185.76571655273438,400000
2022-08-10,196.25,196.39999389648438,193.39999389648438,194.69000244140625,188.5942840576172,554900
2022-08-11,196.7899932861328,197.97000122070312,196.05999755859375,197.4199981689453,191.2388153076172,374700
2022-08-12,197.5399932861328,202.5800018310547,197.17999267578125,202.52999877929688,196.18882751464844,530400
2022-08-15,201.92999267578125,205.42999267578125,201.02999877929688,205.3300018310547,198.90115356445312,532000
2022-08-16,205.58999633789062,212.25,205.58999633789062,209.60000610351562,203.0374755859375,774000
2022-08-17,207.94000244140625,211.86000061035156,206.6699981689453,209.97999572753906,203.4055633544922,506600
2022-08-18,209.77999877929688,210.22999572753906,205.77000427246094,207.49000549316406,200.9935302734375,528000
2022-08-19,206.05999755859375,207.17999267578125,205.13999938964844,207.02000427246094,200.53823852539062,585300
2022-08-22,204.99000549316406,204.99000549316406,198.22000122070312,198.47999572753906,192.265625,792000
2022-08-23,199.52999877929688,200.49000549316406,197.75,199.0500030517578,192.8177947998047,1022800
2022-08-24,182.7899932861328,185.0,176.75,179.91000366210938,174.2770538330078,3623600
2022-08-25,179.85000610351562,181.33999633789062,177.58999633789062,180.99000549316406,175.3232421875,1007000
2022-08-26,181.27000427246094,181.4199981689453,173.57000732421875,173.58999633789062,168.15493774414062,867200
2022-08-29,171.69000244140625,173.10000610351562,169.25,170.5399932861328,165.20042419433594,1006400
2022-08-30,171.0,171.4499969482422,168.0399932861328,170.47000122070312,165.1326141357422,892800
2022-08-31,170.22999572753906,171.74000549316406,168.25999450683594,168.63999938964844,163.3599090576172,913600
2022-09-01,168.0,172.5399932861328,167.57000732421875,172.14999389648438,166.760009765625,919600
2022-09-02,174.02999877929688,175.0800018310547,170.72999572753906,171.72999572753906,166.35317993164062,579200
2022-09-06,172.2899932861328,174.77999877929688,170.69000244140625,173.33999633789062,167.91275024414062,866400
2022-09-07,173.91000366210938,178.72999572753906,173.61000061035156,178.3000030517578,172.71746826171875,622800
2022-09-08,177.6699981689453,180.58999633789062,177.0,180.2899932861328,174.64515686035156,697400
2022-09-09,180.3000030517578,181.9600067138672,179.85000610351562,180.64999389648438,174.99386596679688,520900
2022-09-12,182.0,183.6300048828125,180.5399932861328,181.49000549316406,175.80758666992188,662700
2022-09-13,177.58999633789062,179.1999969482422,172.6199951171875,172.8300018310547,167.41871643066406,1005500
2022-09-14,173.50999450683594,174.0500030517578,168.0800018310547,170.0399932861328,164.71607971191406,988500
2022-09-15,169.3000030517578,170.5800018310547,166.6199951171875,167.6199951171875,163.8169403076172,1053400
2022-09-16,166.8000030517578,169.55999755859375,165.77999877929688,166.8000030517578,163.01556396484375,1566500
2022-09-19,167.44000244140625,169.67999267578125,165.00999450683594,168.17999267578125,164.36424255371094,993000
