Date,Open,High,Low,Close,Adj Close,Volume
2022-04-29,156.9600067138672,157.2100067138672,150.7100067138672,151.2899932861328,149.44126892089844,2057100
2022-05-02,152.27000427246094,152.89999389648438,147.85000610351562,148.97000122070312,147.14962768554688,2102600
2022-05-03,149.38999938964844,151.75,149.1999969482422,150.75999450683594,148.91773986816406,1766300
2022-05-04,153.63999938964844,157.1699981689453,149.99000549316406,156.7899932861328,154.8740692138672,2816100
2022-05-05,154.8699951171875,156.55999755859375,153.4199981689453,155.19000244140625,153.29360961914062,1543100
2022-05-06,154.39999389648438,159.1699981689453,154.02999877929688,159.00999450683594,157.0669403076172,1880100
2022-05-09,158.25999450683594,159.5800018310547,156.61000061035156,157.32000732421875,155.39759826660156,1936800
2022-05-10,157.9499969482422,160.8699951171875,157.41000366210938,159.64999389648438,157.69912719726562,1779100
2022-05-11,159.75,164.61000061035156,159.16000366210938,161.3000030517578,159.32896423339844,1904200
2022-05-12,148.69000244140625,151.72999572753906,145.6300048828125,151.61000061035156,149.75735473632812,5495900
2022-05-13,151.8800048828125,154.0500030517578,150.16000366210938,152.88999938964844,151.48133850097656,1974500
2022-05-16,153.82000732421875,156.55999755859375,153.2899932861328,154.5500030517578,153.1260528564453,1613800
2022-05-17,155.6699981689453,157.49000549316406,152.66000366210938,156.92999267578125,155.48411560058594,1987300
2022-05-18,156.92999267578125,157.55999755859375,150.77999877929688,151.11000061035156,149.71774291992188,2040500
2022-05-19,149.42999267578125,150.42999267578125,146.8300018310547,149.3800048828125,148.00369262695312,1373700
2022-05-20,149.58999633789062,151.67999267578125,148.0800018310547,150.17999267578125,148.79629516601562,2256100
2022-05-23,151.91000366210938,153.92999267578125,150.72000122070312,152.6999969482422,151.2930908203125,975700
2022-05-24,153.0,153.7100067138672,150.08999633789062,153.0800018310547,151.6696014404297,1002000
2022-05-25,152.69000244140625,155.00999450683594,151.85000610351562,154.27000427246094,152.8486328125,1424300
